Age,AgeGroup,Sex,Job,Housing,SavingAccounts,CheckingAccount,CreditAmount,Duration,InstallmentRate,Purpose
29,Young,male,3,rent,moderate,unknown,1901.00,24.00,79.21,radio/TV
29,Young,male,1,own,unknown,rich,1494.00,4.00,373.50,car
29,Young,female,2,own,little,moderate,959.00,9.00,106.56,furniture/equipment
29,Young,male,2,own,little,unknown,2743.00,28.00,97.96,radio/TV
29,Young,male,3,own,little,moderate,11328.00,24.00,472.00,vacation/others
29,Young,male,2,own,little,moderate,2629.00,20.00,131.45,vacation/others
29,Young,female,2,own,little,unknown,518.00,6.00,86.33,radio/TV
29,Young,female,3,own,little,unknown,2679.00,24.00,111.63,car
29,Young,female,1,rent,little,little,1659.00,24.00,69.13,radio/TV
29,Young,male,3,rent,moderate,moderate,9034.00,36.00,250.94,furniture/equipment
29,Young,female,2,own,unknown,unknown,5003.00,21.00,238.24,car
29,Young,female,2,own,little,rich,683.00,6.00,113.83,radio/TV
29,Young,female,2,own,rich,little,3357.00,21.00,159.86,radio/TV
29,Young,male,2,own,moderate,moderate,1437.00,9.00,159.67,car
29,Young,male,2,own,moderate,moderate,2896.00,24.00,120.67,radio/TV
29,Young,male,2,own,little,moderate,1103.00,12.00,91.92,radio/TV
29,Young,female,1,rent,quite rich,unknown,1123.00,12.00,93.58,furniture/equipment
29,Young,female,0,own,unknown,moderate,3990.00,36.00,110.83,domestic appliances
29,Young,male,2,rent,little,little,11816.00,45.00,262.58,business
29,Young,male,2,own,little,little,5179.00,36.00,143.86,furniture/equipment
29,Young,female,2,own,little,little,3959.00,15.00,263.93,car
29,Young,male,1,own,little,little,3590.00,12.00,299.17,furniture/equipment
29,Young,male,2,own,unknown,unknown,1169.00,18.00,64.94,radio/TV
29,Young,female,2,own,little,little,1893.00,12.00,157.75,car
29,Young,male,2,own,unknown,unknown,3556.00,15.00,237.07,car
29,Young,male,2,rent,unknown,unknown,7166.00,42.00,170.62,radio/TV
29,Young,female,0,rent,little,little,1193.00,24.00,49.71,car
29,Young,male,3,free,little,little,6579.00,24.00,274.13,car
30,Young,male,2,own,moderate,moderate,5866.00,18.00,325.89,car
30,Young,male,3,own,quite rich,unknown,2333.00,30.00,77.77,radio/TV
30,Young,male,3,own,little,moderate,5965.00,27.00,220.93,car
30,Young,female,2,own,little,unknown,8133.00,36.00,225.92,car
30,Young,male,3,own,moderate,little,2249.00,18.00,124.94,car
30,Young,female,2,own,unknown,little,7721.00,24.00,321.71,furniture/equipment
30,Young,female,3,own,unknown,little,7174.00,42.00,170.81,radio/TV
30,Young,male,2,own,little,little,2121.00,12.00,176.75,car
30,Young,male,2,own,little,moderate,639.00,12.00,53.25,repairs
30,Young,female,3,own,little,moderate,4795.00,36.00,133.19,radio/TV
30,Young,male,2,own,moderate,moderate,3566.00,48.00,74.29,business
30,Young,female,2,own,little,unknown,1055.00,18.00,58.61,car
30,Young,male,3,own,little,moderate,4455.00,36.00,123.75,business
30,Young,male,2,own,little,unknown,707.00,12.00,58.92,radio/TV
30,Young,male,2,own,little,unknown,4657.00,15.00,310.47,car
30,Young,male,3,own,little,little,1823.00,24.00,75.96,radio/TV
30,Young,female,2,own,moderate,unknown,1864.00,18.00,103.56,education
30,Young,male,3,own,little,unknown,1820.00,18.00,101.11,car
30,Young,male,2,own,unknown,moderate,2028.00,12.00,169.00,car
30,Young,female,2,own,little,little,1620.00,12.00,135.00,furniture/equipment
30,Young,female,3,own,little,moderate,5096.00,48.00,106.17,furniture/equipment
30,Young,male,3,own,unknown,unknown,11054.00,36.00,307.06,car
30,Young,female,2,own,rich,unknown,960.00,15.00,64.00,furniture/equipment
30,Young,male,2,own,little,moderate,7966.00,26.00,306.38,car
30,Young,male,2,own,little,moderate,1056.00,18.00,58.67,car
30,Young,female,2,own,little,moderate,918.00,9.00,102.00,furniture/equipment
30,Young,male,2,free,moderate,moderate,2862.00,36.00,79.50,car
30,Young,male,3,own,unknown,little,14179.00,39.00,363.56,furniture/equipment
30,Young,male,3,free,unknown,unknown,12680.00,21.00,603.81,car
30,Young,male,2,own,little,little,1602.00,21.00,76.29,car
30,Young,male,2,rent,little,moderate,2002.00,12.00,166.83,car
30,Young,male,2,own,little,unknown,1224.00,9.00,136.00,car
30,Young,male,3,own,moderate,moderate,1919.00,30.00,63.97,radio/TV
30,Young,male,3,rent,little,moderate,2063.00,6.00,343.83,radio/TV
30,Young,female,2,own,quite rich,moderate,8358.00,48.00,174.13,car
30,Young,male,2,free,quite rich,little,3349.00,24.00,139.54,furniture/equipment
30,Young,male,2,free,moderate,moderate,3069.00,24.00,127.88,furniture/equipment
30,Young,male,2,rent,little,unknown,1740.00,6.00,290.00,radio/TV
30,Young,male,1,own,little,unknown,2028.00,24.00,84.50,furniture/equipment
30,Young,male,3,own,little,little,3959.00,36.00,109.97,furniture/equipment
31,Middle-aged,male,2,own,quite rich,unknown,3430.00,24.00,142.92,radio/TV
31,Middle-aged,male,2,free,little,unknown,6110.00,48.00,127.29,education
31,Middle-aged,male,2,own,unknown,unknown,3378.00,18.00,187.67,car
31,Middle-aged,female,2,own,little,unknown,9566.00,36.00,265.72,radio/TV
31,Middle-aged,male,2,own,moderate,moderate,1449.00,6.00,241.50,business
31,Middle-aged,male,2,own,little,moderate,1935.00,24.00,80.63,business
31,Middle-aged,male,3,rent,little,unknown,1963.00,12.00,163.58,radio/TV
31,Middle-aged,male,2,own,little,unknown,1360.00,15.00,90.67,radio/TV
31,Middle-aged,male,2,own,little,little,3104.00,18.00,172.44,business
31,Middle-aged,male,3,free,moderate,moderate,7582.00,48.00,157.96,vacation/others
31,Middle-aged,male,2,own,little,little,2746.00,36.00,76.28,furniture/equipment
31,Middle-aged,male,2,own,little,rich,4473.00,36.00,124.25,radio/TV
31,Middle-aged,male,1,own,little,moderate,1521.00,10.00,152.10,furniture/equipment
31,Middle-aged,female,2,own,little,little,1957.00,6.00,326.17,radio/TV
31,Middle-aged,male,3,own,little,unknown,2406.00,9.00,267.33,furniture/equipment
31,Middle-aged,female,3,own,quite rich,unknown,2782.00,21.00,132.48,car
31,Middle-aged,male,2,own,little,little,4817.00,24.00,200.71,car
31,Middle-aged,female,2,own,moderate,unknown,1532.00,15.00,102.13,education
31,Middle-aged,male,2,rent,little,little,2302.00,36.00,63.94,radio/TV
31,Middle-aged,male,2,own,unknown,little,6350.00,30.00,211.67,furniture/equipment
31,Middle-aged,male,1,own,little,moderate,1928.00,18.00,107.11,furniture/equipment
31,Middle-aged,female,2,own,little,little,6758.00,48.00,140.79,radio/TV
31,Middle-aged,male,2,own,little,unknown,2775.00,18.00,154.17,car
31,Middle-aged,male,2,own,moderate,unknown,5742.00,36.00,159.50,business
31,Middle-aged,male,1,own,moderate,moderate,9857.00,36.00,273.81,business
31,Middle-aged,male,2,own,rich,little,3651.00,12.00,304.25,car
31,Middle-aged,male,2,own,unknown,rich,3148.00,24.00,131.17,radio/TV
31,Middle-aged,male,2,own,moderate,moderate,6148.00,20.00,307.40,car
31,Middle-aged,male,2,own,little,unknown,1393.00,24.00,58.04,car
31,Middle-aged,male,1,own,little,little,3108.00,30.00,103.60,furniture/equipment
31,Middle-aged,female,2,rent,unknown,unknown,2901.00,10.00,290.10,car
31,Middle-aged,male,1,own,little,moderate,1410.00,12.00,117.50,education
31,Middle-aged,male,3,own,unknown,unknown,8947.00,36.00,248.53,car
31,Middle-aged,male,2,rent,little,little,3161.00,24.00,131.71,business
31,Middle-aged,male,1,own,little,unknown,1546.00,10.00,154.60,car
31,Middle-aged,male,2,own,unknown,unknown,929.00,24.00,38.71,furniture/equipment
31,Middle-aged,male,2,own,moderate,unknown,3621.00,24.00,150.88,radio/TV
31,Middle-aged,female,1,own,little,unknown,1736.00,12.00,144.67,furniture/equipment
32,Middle-aged,female,1,own,moderate,little,1282.00,24.00,53.42,radio/TV
32,Middle-aged,male,2,own,little,moderate,6078.00,12.00,506.50,car
32,Middle-aged,male,2,own,quite rich,unknown,2978.00,6.00,496.33,furniture/equipment
32,Middle-aged,male,2,own,unknown,unknown,2978.00,24.00,124.08,business
32,Middle-aged,male,1,own,little,unknown,1231.00,10.00,123.10,car
32,Middle-aged,male,2,own,unknown,unknown,2662.00,18.00,147.89,car
32,Middle-aged,male,2,own,little,unknown,2697.00,9.00,299.67,radio/TV
32,Middle-aged,female,2,own,little,unknown,4611.00,6.00,768.50,furniture/equipment
32,Middle-aged,male,2,own,rich,moderate,2745.00,21.00,130.71,furniture/equipment
32,Middle-aged,male,2,own,little,unknown,701.00,12.00,58.42,education
32,Middle-aged,male,2,own,little,little,1938.00,24.00,80.75,radio/TV
32,Middle-aged,male,2,free,rich,moderate,1136.00,9.00,126.22,education
32,Middle-aged,male,2,rent,moderate,moderate,11760.00,39.00,301.54,education
32,Middle-aged,male,2,own,little,unknown,4594.00,18.00,255.22,radio/TV
32,Middle-aged,male,2,own,unknown,unknown,7238.00,48.00,150.79,radio/TV
32,Middle-aged,male,1,own,little,moderate,1301.00,18.00,72.28,radio/TV
32,Middle-aged,male,3,free,little,unknown,4686.00,36.00,130.17,car
32,Middle-aged,male,2,own,little,moderate,2273.00,36.00,63.14,education
32,Middle-aged,male,2,own,little,unknown,1552.00,24.00,64.67,radio/TV
32,Middle-aged,female,1,own,moderate,moderate,931.00,6.00,155.17,car
32,Middle-aged,male,2,free,little,unknown,3863.00,24.00,160.96,business
32,Middle-aged,male,2,own,little,unknown,1530.00,18.00,85.00,car
32,Middle-aged,male,3,own,little,little,1880.00,18.00,104.44,radio/TV
32,Middle-aged,male,2,own,little,little,4583.00,30.00,152.77,furniture/equipment
32,Middle-aged,female,2,own,little,moderate,2528.00,27.00,93.63,business
32,Middle-aged,male,3,own,quite rich,unknown,629.00,18.00,34.94,radio/TV
32,Middle-aged,male,3,free,little,unknown,1505.00,18.00,83.61,radio/TV
32,Middle-aged,male,2,own,moderate,little,2325.00,24.00,96.88,car
32,Middle-aged,female,2,rent,unknown,little,1285.00,24.00,53.54,car
32,Middle-aged,male,2,rent,quite rich,unknown,3062.00,24.00,127.58,furniture/equipment
32,Middle-aged,male,1,free,little,little,1442.00,18.00,80.11,car
32,Middle-aged,male,1,own,rich,unknown,4526.00,27.00,167.63,furniture/equipment
32,Middle-aged,female,3,own,little,moderate,18424.00,48.00,383.83,vacation/others
32,Middle-aged,male,2,own,moderate,unknown,2848.00,10.00,284.80,car
33,Middle-aged,female,3,own,little,rich,1474.00,12.00,122.83,furniture/equipment
33,Middle-aged,female,1,own,unknown,unknown,797.00,12.00,66.42,radio/TV
33,Middle-aged,female,2,own,little,little,1131.00,18.00,62.83,furniture/equipment
33,Middle-aged,male,2,rent,little,little,950.00,15.00,63.33,car
33,Middle-aged,male,2,own,little,moderate,1414.00,8.00,176.75,radio/TV
33,Middle-aged,female,2,own,little,moderate,3244.00,18.00,180.22,furniture/equipment
33,Middle-aged,male,2,own,unknown,unknown,3074.00,9.00,341.56,radio/TV
33,Middle-aged,male,2,own,rich,unknown,1543.00,6.00,257.17,furniture/equipment
33,Middle-aged,male,1,own,moderate,little,727.00,12.00,60.58,radio/TV
33,Middle-aged,male,3,own,little,moderate,4439.00,18.00,246.61,business
33,Middle-aged,male,2,own,little,unknown,6070.00,18.00,337.22,radio/TV
33,Middle-aged,male,1,own,little,little,2579.00,12.00,214.92,car
33,Middle-aged,female,2,own,unknown,moderate,1042.00,18.00,57.89,car
33,Middle-aged,male,2,own,little,unknown,2058.00,24.00,85.75,repairs
33,Middle-aged,male,2,own,little,moderate,1245.00,18.00,69.17,radio/TV
33,Middle-aged,male,2,rent,little,rich,2319.00,21.00,110.43,education
33,Middle-aged,female,2,own,unknown,unknown,1927.00,24.00,80.29,education
33,Middle-aged,male,1,rent,little,moderate,2384.00,36.00,66.22,repairs
33,Middle-aged,male,2,own,little,unknown,2051.00,18.00,113.94,radio/TV
33,Middle-aged,male,2,own,little,unknown,1851.00,24.00,77.13,radio/TV
33,Middle-aged,male,2,own,little,unknown,5150.00,24.00,214.58,furniture/equipment
33,Middle-aged,male,2,own,little,unknown,1478.00,15.00,98.53,radio/TV
33,Middle-aged,male,2,own,little,moderate,6403.00,24.00,266.79,radio/TV
33,Middle-aged,male,2,own,little,unknown,3029.00,15.00,201.93,car
33,Middle-aged,female,2,rent,little,little,3966.00,18.00,220.33,car
33,Middle-aged,male,2,rent,little,little,2235.00,20.00,111.75,car
33,Middle-aged,male,2,own,moderate,unknown,1474.00,24.00,61.42,car
33,Middle-aged,female,1,rent,unknown,unknown,2186.00,15.00,145.73,furniture/equipment
33,Middle-aged,female,1,own,unknown,moderate,3195.00,9.00,355.00,car
33,Middle-aged,male,2,own,moderate,little,2359.00,24.00,98.29,furniture/equipment
33,Middle-aged,female,2,own,little,unknown,2831.00,30.00,94.37,radio/TV
33,Middle-aged,male,3,rent,little,unknown,4844.00,48.00,100.92,business
33,Middle-aged,male,2,own,little,rich,6289.00,42.00,149.74,business
34,Middle-aged,male,2,own,little,moderate,2415.00,7.00,345.00,radio/TV
34,Middle-aged,male,2,own,little,little,3965.00,42.00,94.40,radio/TV
34,Middle-aged,male,2,own,moderate,moderate,2622.00,18.00,145.67,business
34,Middle-aged,male,3,own,little,moderate,1860.00,12.00,155.00,car
34,Middle-aged,male,1,own,unknown,unknown,1898.00,6.00,316.33,radio/TV
34,Middle-aged,female,3,own,little,moderate,2064.00,24.00,86.00,furniture/equipment
34,Middle-aged,male,1,free,moderate,moderate,3844.00,48.00,80.08,business
34,Middle-aged,female,3,own,little,moderate,1501.00,9.00,166.78,education
34,Middle-aged,male,1,own,little,little,11998.00,30.00,399.93,repairs
34,Middle-aged,male,3,free,little,little,2910.00,24.00,121.25,car
34,Middle-aged,female,2,own,rich,unknown,1525.00,24.00,63.54,car
34,Middle-aged,male,1,own,moderate,unknown,1743.00,6.00,290.50,business
34,Middle-aged,male,2,own,little,unknown,2320.00,18.00,128.89,radio/TV
34,Middle-aged,male,3,own,moderate,unknown,1591.00,21.00,75.76,furniture/equipment
34,Middle-aged,female,2,own,little,little,1842.00,36.00,51.17,car
34,Middle-aged,male,2,own,little,unknown,2759.00,12.00,229.92,furniture/equipment
34,Middle-aged,female,3,rent,little,moderate,3017.00,12.00,251.42,furniture/equipment
34,Middle-aged,male,2,own,little,unknown,1950.00,18.00,108.33,business
34,Middle-aged,male,3,own,moderate,moderate,6850.00,15.00,456.67,car
34,Middle-aged,male,1,own,little,rich,2864.00,18.00,159.11,furniture/equipment
34,Middle-aged,male,2,own,little,little,6999.00,48.00,145.81,radio/TV
34,Middle-aged,male,2,own,rich,unknown,2578.00,24.00,107.42,radio/TV
34,Middle-aged,female,1,free,little,moderate,1837.00,24.00,76.54,education
34,Middle-aged,female,2,own,little,unknown,1493.00,12.00,124.42,radio/TV
34,Middle-aged,male,2,own,rich,moderate,3496.00,30.00,116.53,furniture/equipment
34,Middle-aged,male,2,free,unknown,unknown,6527.00,60.00,108.78,car
34,Middle-aged,male,3,own,little,rich,1337.00,9.00,148.56,radio/TV
34,Middle-aged,male,2,own,unknown,moderate,2825.00,24.00,117.71,business
34,Middle-aged,male,3,own,little,unknown,6614.00,36.00,183.72,car
34,Middle-aged,male,2,own,little,moderate,5800.00,36.00,161.11,car
34,Middle-aged,female,2,own,little,unknown,4454.00,36.00,123.72,radio/TV
34,Middle-aged,male,1,own,moderate,unknown,1569.00,15.00,104.60,radio/TV
35,Middle-aged,male,1,free,unknown,unknown,9055.00,36.00,251.53,education
35,Middle-aged,male,3,rent,little,moderate,6948.00,36.00,193.00,car
35,Middle-aged,female,3,own,little,unknown,1393.00,11.00,126.64,car
35,Middle-aged,male,2,rent,little,moderate,1919.00,9.00,213.22,furniture/equipment
35,Middle-aged,male,2,own,quite rich,moderate,1410.00,14.00,100.71,business
35,Middle-aged,male,2,own,quite rich,little,1680.00,12.00,140.00,radio/TV
35,Middle-aged,male,2,own,unknown,moderate,2728.00,15.00,181.87,radio/TV
35,Middle-aged,male,2,own,moderate,unknown,2141.00,12.00,178.42,radio/TV
35,Middle-aged,female,2,own,little,unknown,1291.00,12.00,107.58,radio/TV
35,Middle-aged,female,1,own,quite rich,unknown,3447.00,12.00,287.25,education
35,Middle-aged,male,2,rent,moderate,unknown,1204.00,6.00,200.67,car
35,Middle-aged,male,2,own,moderate,unknown,4151.00,24.00,172.96,furniture/equipment
35,Middle-aged,male,1,own,little,unknown,2684.00,24.00,111.83,radio/TV
35,Middle-aged,female,1,own,little,little,10722.00,47.00,228.13,car
35,Middle-aged,male,3,own,little,unknown,7253.00,33.00,219.79,car
35,Middle-aged,female,2,own,unknown,little,1381.00,24.00,57.54,car
35,Middle-aged,male,2,own,little,unknown,5842.00,36.00,162.28,car
35,Middle-aged,male,2,own,little,moderate,2576.00,7.00,368.00,radio/TV
35,Middle-aged,male,3,own,little,unknown,2670.00,24.00,111.25,car
35,Middle-aged,male,2,free,little,little,3386.00,12.00,282.17,car
35,Middle-aged,male,1,own,little,unknown,4679.00,24.00,194.96,car
35,Middle-aged,male,1,rent,moderate,unknown,1418.00,10.00,141.80,car
35,Middle-aged,male,2,free,unknown,unknown,8858.00,48.00,184.54,car
35,Middle-aged,male,2,own,unknown,unknown,1979.00,15.00,131.93,radio/TV
35,Middle-aged,male,2,own,little,unknown,2346.00,24.00,97.75,car
35,Middle-aged,male,3,own,little,moderate,1050.00,6.00,175.00,furniture/equipment
35,Middle-aged,male,2,own,moderate,unknown,2753.00,9.00,305.89,radio/TV
35,Middle-aged,female,2,free,quite rich,unknown,5324.00,15.00,354.93,car
35,Middle-aged,female,2,free,little,little,1198.00,6.00,199.67,education
35,Middle-aged,male,1,own,moderate,little,4380.00,18.00,243.33,car
35,Middle-aged,male,2,own,little,little,691.00,12.00,57.58,car
35,Middle-aged,male,1,own,rich,moderate,1941.00,18.00,107.83,business
35,Middle-aged,male,0,own,unknown,moderate,1549.00,9.00,172.11,car
35,Middle-aged,male,2,own,unknown,unknown,976.00,12.00,81.33,radio/TV
35,Middle-aged,male,3,own,little,unknown,3780.00,18.00,210.00,furniture/equipment
35,Middle-aged,male,2,own,unknown,moderate,3976.00,21.00,189.33,furniture/equipment
35,Middle-aged,male,2,free,little,unknown,1471.00,15.00,98.07,radio/TV
35,Middle-aged,female,2,own,little,little,2439.00,24.00,101.63,radio/TV
35,Middle-aged,female,2,own,rich,unknown,1592.00,12.00,132.67,furniture/equipment
35,Middle-aged,male,2,own,quite rich,unknown,2397.00,24.00,99.88,radio/TV
36,Middle-aged,male,1,own,little,little,1374.00,6.00,229.00,furniture/equipment
36,Middle-aged,male,2,own,rich,moderate,1913.00,18.00,106.28,business
36,Middle-aged,male,2,own,little,moderate,2337.00,36.00,64.92,radio/TV
36,Middle-aged,male,3,rent,unknown,moderate,7057.00,20.00,352.85,car
36,Middle-aged,male,3,own,quite rich,moderate,2366.00,12.00,197.17,car
36,Middle-aged,male,3,rent,moderate,moderate,6967.00,24.00,290.29,business
36,Middle-aged,male,2,own,moderate,unknown,2872.00,24.00,119.67,radio/TV
36,Middle-aged,male,2,own,quite rich,unknown,1262.00,15.00,84.13,domestic appliances
36,Middle-aged,male,2,own,quite rich,unknown,909.00,36.00,25.25,car
36,Middle-aged,male,2,own,little,moderate,884.00,18.00,49.11,car
36,Middle-aged,male,2,own,little,moderate,3915.00,27.00,145.00,business
36,Middle-aged,male,2,free,unknown,moderate,2760.00,24.00,115.00,car
36,Middle-aged,male,3,free,little,little,5302.00,18.00,294.56,car
36,Middle-aged,male,2,own,unknown,unknown,6304.00,36.00,175.11,business
36,Middle-aged,male,3,free,unknown,moderate,12169.00,48.00,253.52,car
36,Middle-aged,female,2,own,little,unknown,1028.00,18.00,57.11,car
36,Middle-aged,female,2,own,little,rich,2247.00,12.00,187.25,car
36,Middle-aged,male,2,own,little,unknown,1542.00,12.00,128.50,business
36,Middle-aged,male,2,own,unknown,unknown,3079.00,36.00,85.53,car
36,Middle-aged,male,2,free,unknown,unknown,846.00,7.00,120.86,radio/TV
36,Middle-aged,male,3,free,little,little,1872.00,6.00,312.00,furniture/equipment
36,Middle-aged,male,2,rent,little,little,3905.00,11.00,355.00,car
36,Middle-aged,male,2,own,little,little,1721.00,15.00,114.73,car
36,Middle-aged,male,3,own,unknown,unknown,1238.00,6.00,206.33,education
36,Middle-aged,male,2,own,quite rich,rich,2360.00,15.00,157.33,car
36,Middle-aged,male,2,free,unknown,unknown,700.00,6.00,116.67,radio/TV
36,Middle-aged,male,2,own,little,little,1372.00,12.00,114.33,car
36,Middle-aged,male,2,rent,little,little,2799.00,9.00,311.00,car
36,Middle-aged,female,1,own,rich,unknown,1572.00,21.00,74.86,business
36,Middle-aged,male,1,own,little,moderate,4241.00,24.00,176.71,business
36,Middle-aged,male,2,own,quite rich,unknown,4042.00,42.00,96.24,furniture/equipment
36,Middle-aged,male,2,own,rich,rich,1275.00,24.00,53.13,business
36,Middle-aged,male,3,own,little,unknown,3275.00,21.00,155.95,car
36,Middle-aged,male,2,own,little,unknown,4165.00,18.00,231.39,business
36,Middle-aged,male,3,free,little,little,1940.00,18.00,107.78,radio/TV
36,Middle-aged,male,2,own,unknown,unknown,6742.00,30.00,224.73,radio/TV
36,Middle-aged,male,2,own,unknown,moderate,2181.00,30.00,72.70,car
36,Middle-aged,male,3,own,little,unknown,1278.00,24.00,53.25,radio/TV
36,Middle-aged,male,2,rent,little,little,7297.00,60.00,121.62,business
37,Middle-aged,male,2,own,little,rich,2100.00,18.00,116.67,radio/TV
37,Middle-aged,male,2,own,little,rich,1225.00,10.00,122.50,domestic appliances
37,Middle-aged,male,2,free,little,unknown,1819.00,36.00,50.53,education
37,Middle-aged,male,2,own,little,moderate,802.00,15.00,53.47,radio/TV
37,Middle-aged,female,2,rent,quite rich,unknown,1402.00,12.00,116.83,furniture/equipment
37,Middle-aged,male,2,own,moderate,moderate,3878.00,24.00,161.58,car
37,Middle-aged,male,1,own,unknown,rich,1344.00,24.00,56.00,car
37,Middle-aged,male,1,own,little,rich,3949.00,10.00,394.90,car
37,Middle-aged,male,3,own,unknown,rich,3399.00,12.00,283.25,radio/TV
37,Middle-aged,female,2,rent,little,little,7685.00,48.00,160.10,business
37,Middle-aged,female,2,own,rich,unknown,1287.00,24.00,53.63,car
37,Middle-aged,male,2,own,little,little,3620.00,36.00,100.56,furniture/equipment
37,Middle-aged,female,2,own,little,little,609.00,6.00,101.50,car
37,Middle-aged,female,2,own,little,moderate,3612.00,18.00,200.67,furniture/equipment
37,Middle-aged,female,2,own,little,unknown,2022.00,24.00,84.25,car
37,Middle-aged,male,2,free,unknown,moderate,12389.00,36.00,344.14,car
37,Middle-aged,male,3,own,unknown,moderate,4712.00,24.00,196.33,business
37,Middle-aged,male,2,rent,little,little,3676.00,6.00,612.67,car
37,Middle-aged,male,1,own,little,moderate,1922.00,12.00,160.17,furniture/equipment
37,Middle-aged,male,2,own,unknown,unknown,10222.00,48.00,212.96,radio/TV
37,Middle-aged,male,2,free,unknown,unknown,2279.00,12.00,189.92,radio/TV
37,Middle-aged,male,1,own,little,moderate,2118.00,9.00,235.33,radio/TV
37,Middle-aged,female,2,own,little,unknown,3380.00,4.00,845.00,car
37,Middle-aged,female,1,own,little,little,1274.00,12.00,106.17,car
37,Middle-aged,male,2,own,little,unknown,3535.00,36.00,98.19,car
37,Middle-aged,male,2,own,unknown,unknown,7409.00,36.00,205.81,business
37,Middle-aged,male,3,own,quite rich,unknown,12749.00,48.00,265.60,radio/TV
37,Middle-aged,male,1,own,little,moderate,1154.00,9.00,128.22,radio/TV
37,Middle-aged,male,1,own,unknown,unknown,3565.00,12.00,297.08,education
38,Middle-aged,female,2,own,unknown,unknown,1240.00,12.00,103.33,radio/TV
38,Middle-aged,male,2,own,little,unknown,1924.00,10.00,192.40,radio/TV
38,Middle-aged,male,2,own,moderate,moderate,3512.00,24.00,146.33,car
38,Middle-aged,male,1,own,little,unknown,1495.00,12.00,124.58,car
38,Middle-aged,male,3,free,little,little,10623.00,30.00,354.10,car
38,Middle-aged,female,2,own,little,unknown,1533.00,24.00,63.88,radio/TV
38,Middle-aged,male,1,own,little,little,708.00,12.00,59.00,furniture/equipment
38,Middle-aged,male,3,own,unknown,unknown,3229.00,18.00,179.39,car
38,Middle-aged,female,3,free,little,moderate,12976.00,18.00,720.89,car
38,Middle-aged,male,2,own,unknown,moderate,754.00,12.00,62.83,education
38,Middle-aged,male,2,own,unknown,moderate,368.00,6.00,61.33,radio/TV
38,Middle-aged,male,2,own,moderate,moderate,1216.00,24.00,50.67,radio/TV
38,Middle-aged,male,2,own,little,unknown,5954.00,30.00,198.47,radio/TV
38,Middle-aged,male,2,own,unknown,unknown,3914.00,48.00,81.54,business
