Age,AgeGroup,Sex,Job,Housing,SavingAccounts,CheckingAccount,CreditAmount,Duration,InstallmentRate,Purpose
38,Middle-aged,male,1,own,little,moderate,1308.00,15.00,87.20,repairs
38,Middle-aged,male,2,free,little,rich,947.00,24.00,39.46,car
38,Middle-aged,female,0,own,little,unknown,926.00,12.00,77.17,car
38,Middle-aged,male,3,own,rich,unknown,5711.00,36.00,158.64,car
38,Middle-aged,male,2,own,unknown,unknown,2751.00,48.00,57.31,car
38,Middle-aged,male,2,free,unknown,moderate,6681.00,48.00,139.19,business
38,Middle-aged,male,3,own,little,unknown,7814.00,24.00,325.58,car
38,Middle-aged,male,1,own,little,little,2171.00,12.00,180.92,car
38,Middle-aged,male,3,own,unknown,unknown,2859.00,12.00,238.25,car
38,Middle-aged,male,2,own,little,unknown,804.00,12.00,67.00,radio/TV
39,Middle-aged,male,1,own,little,unknown,426.00,6.00,71.00,radio/TV
39,Middle-aged,male,2,own,quite rich,unknown,2299.00,36.00,63.86,radio/TV
39,Middle-aged,male,1,own,little,unknown,7228.00,11.00,657.09,car
39,Middle-aged,male,1,own,unknown,unknown,9436.00,54.00,174.74,car
39,Middle-aged,male,3,own,little,moderate,11938.00,24.00,497.42,vacation/others
39,Middle-aged,male,3,own,little,unknown,6458.00,18.00,358.78,car
39,Middle-aged,female,2,own,little,little,860.00,6.00,143.33,car
39,Middle-aged,female,1,own,unknown,moderate,932.00,6.00,155.33,education
39,Middle-aged,male,2,own,little,little,2522.00,30.00,84.07,radio/TV
39,Middle-aged,female,1,own,rich,little,666.00,6.00,111.00,car
39,Middle-aged,male,1,own,little,little,3398.00,8.00,424.75,car
39,Middle-aged,male,2,own,unknown,little,2212.00,20.00,110.60,furniture/equipment
39,Middle-aged,male,3,free,little,little,3249.00,36.00,90.25,car
39,Middle-aged,male,2,own,little,unknown,1473.00,18.00,81.83,radio/TV
39,Middle-aged,male,3,own,little,unknown,1884.00,12.00,157.00,car
39,Middle-aged,male,1,own,moderate,moderate,1037.00,12.00,86.42,business
39,Middle-aged,male,1,rent,little,little,2122.00,12.00,176.83,car
39,Middle-aged,male,2,free,unknown,rich,1271.00,15.00,84.73,radio/TV
39,Middle-aged,female,2,own,little,moderate,1188.00,21.00,56.57,business
39,Middle-aged,male,3,rent,little,little,3345.00,24.00,139.38,furniture/equipment
39,Middle-aged,male,2,free,little,little,10297.00,48.00,214.52,car
40,Middle-aged,male,3,own,unknown,little,1977.00,36.00,54.92,education
40,Middle-aged,male,1,own,little,little,701.00,12.00,58.42,radio/TV
40,Middle-aged,male,1,own,unknown,little,1647.00,21.00,78.43,car
40,Middle-aged,male,3,own,little,moderate,4297.00,18.00,238.72,furniture/equipment
40,Middle-aged,male,0,free,unknown,moderate,5381.00,48.00,112.10,vacation/others
40,Middle-aged,female,2,rent,little,moderate,3001.00,18.00,166.72,furniture/equipment
40,Middle-aged,male,3,own,little,moderate,7374.00,18.00,409.67,furniture/equipment
40,Middle-aged,male,1,rent,quite rich,unknown,1597.00,10.00,159.70,car
40,Middle-aged,male,2,own,little,unknown,1585.00,24.00,66.04,furniture/equipment
40,Middle-aged,male,1,own,little,little,1361.00,6.00,226.83,car
40,Middle-aged,male,3,own,unknown,little,1358.00,24.00,56.58,vacation/others
40,Middle-aged,male,3,own,moderate,unknown,4623.00,15.00,308.20,education
40,Middle-aged,male,1,rent,little,little,684.00,12.00,57.00,education
40,Middle-aged,male,3,rent,little,rich,1905.00,15.00,127.00,education
40,Middle-aged,male,2,own,unknown,unknown,3077.00,30.00,102.57,radio/TV
40,Middle-aged,male,1,own,little,moderate,1155.00,12.00,96.25,radio/TV
40,Middle-aged,male,2,own,quite rich,unknown,2675.00,22.00,121.59,radio/TV
40,Middle-aged,female,2,own,unknown,unknown,894.00,10.00,89.40,education
40,Middle-aged,female,2,own,quite rich,unknown,7678.00,36.00,213.28,furniture/equipment
40,Middle-aged,female,2,own,rich,moderate,1322.00,11.00,120.18,car
40,Middle-aged,male,2,rent,unknown,unknown,7824.00,28.00,279.43,car
40,Middle-aged,male,2,rent,unknown,unknown,1386.00,15.00,92.40,radio/TV
40,Middle-aged,male,0,own,little,moderate,3590.00,18.00,199.44,business
40,Middle-aged,male,1,own,little,little,3939.00,11.00,358.09,car
40,Middle-aged,male,3,own,little,little,3857.00,30.00,128.57,car
41,Middle-aged,female,1,own,little,moderate,5954.00,42.00,141.76,business
41,Middle-aged,male,1,rent,moderate,unknown,1469.00,24.00,61.21,car
41,Middle-aged,female,3,rent,little,unknown,3868.00,24.00,161.17,car
41,Middle-aged,male,1,own,little,unknown,719.00,12.00,59.92,education
41,Middle-aged,female,1,rent,unknown,unknown,1244.00,9.00,138.22,education
41,Middle-aged,male,1,own,little,little,662.00,6.00,110.33,car
41,Middle-aged,male,2,rent,little,unknown,1503.00,12.00,125.25,car
41,Middle-aged,male,2,own,unknown,moderate,3979.00,48.00,82.90,radio/TV
41,Middle-aged,male,2,own,little,rich,2116.00,6.00,352.67,furniture/equipment
41,Middle-aged,male,1,own,little,moderate,888.00,12.00,74.00,car
41,Middle-aged,male,2,own,little,moderate,6361.00,18.00,353.39,furniture/equipment
41,Middle-aged,male,1,own,quite rich,unknown,2580.00,21.00,122.86,business
41,Middle-aged,male,2,own,moderate,moderate,2503.00,30.00,83.43,business
41,Middle-aged,female,1,own,rich,unknown,250.00,6.00,41.67,car
41,Middle-aged,male,2,own,unknown,unknown,3160.00,21.00,150.48,radio/TV
41,Middle-aged,male,3,own,unknown,unknown,6313.00,24.00,263.04,car
41,Middle-aged,male,2,own,little,little,2712.00,36.00,75.33,furniture/equipment
42,Middle-aged,female,2,rent,rich,rich,409.00,12.00,34.08,radio/TV
42,Middle-aged,male,2,free,moderate,unknown,1346.00,6.00,224.33,radio/TV
42,Middle-aged,male,2,own,little,little,2577.00,12.00,214.75,furniture/equipment
42,Middle-aged,male,1,own,little,unknown,1544.00,4.00,386.00,radio/TV
42,Middle-aged,female,2,own,little,moderate,3804.00,36.00,105.67,radio/TV
42,Middle-aged,male,2,own,little,little,3446.00,36.00,95.72,furniture/equipment
42,Middle-aged,male,3,own,little,unknown,2292.00,12.00,191.00,business
42,Middle-aged,female,3,free,little,moderate,8318.00,27.00,308.07,business
42,Middle-aged,male,2,free,little,little,5493.00,36.00,152.58,car
42,Middle-aged,male,1,own,little,unknown,1503.00,4.00,375.75,radio/TV
42,Middle-aged,male,3,free,little,little,7763.00,48.00,161.73,car
42,Middle-aged,female,2,rent,unknown,moderate,1965.00,24.00,81.88,car
42,Middle-aged,male,3,own,moderate,moderate,8086.00,36.00,224.61,car
42,Middle-aged,male,3,own,little,unknown,10366.00,60.00,172.77,car
42,Middle-aged,female,2,own,unknown,moderate,5084.00,24.00,211.83,radio/TV
42,Middle-aged,male,2,own,little,unknown,3331.00,12.00,277.58,furniture/equipment
42,Middle-aged,male,2,own,little,little,4153.00,18.00,230.72,furniture/equipment
42,Middle-aged,male,2,free,unknown,unknown,10477.00,36.00,291.03,car
42,Middle-aged,male,2,own,quite rich,unknown,522.00,12.00,43.50,radio/TV
42,Middle-aged,male,2,free,little,moderate,6288.00,60.00,104.80,education
42,Middle-aged,male,1,own,little,unknown,1455.00,4.00,363.75,car
42,Middle-aged,male,2,own,unknown,moderate,2427.00,18.00,134.83,business
43,Middle-aged,male,2,own,little,unknown,1935.00,12.00,161.25,furniture/equipment
43,Middle-aged,male,2,own,little,unknown,2515.00,18.00,139.72,furniture/equipment
43,Middle-aged,female,1,own,little,unknown,1459.00,15.00,97.27,radio/TV
43,Middle-aged,female,1,own,rich,unknown,1516.00,24.00,63.17,radio/TV
43,Middle-aged,male,2,own,unknown,moderate,2899.00,18.00,161.06,car
43,Middle-aged,male,2,own,unknown,unknown,2197.00,24.00,91.54,car
43,Middle-aged,male,2,own,moderate,little,1203.00,6.00,200.50,car
43,Middle-aged,male,2,free,little,little,1333.00,24.00,55.54,car
43,Middle-aged,male,2,rent,little,little,4843.00,12.00,403.58,car
43,Middle-aged,male,3,own,little,little,15857.00,36.00,440.47,vacation/others
43,Middle-aged,male,2,own,unknown,unknown,4042.00,24.00,168.42,car
43,Middle-aged,male,2,own,little,moderate,4057.00,24.00,169.04,furniture/equipment
43,Middle-aged,male,3,own,little,little,2442.00,27.00,90.44,business
43,Middle-aged,male,2,rent,little,little,2625.00,16.00,164.06,car
43,Middle-aged,male,1,own,little,little,1344.00,12.00,112.00,car
43,Middle-aged,male,1,own,little,unknown,1533.00,18.00,85.17,furniture/equipment
43,Middle-aged,male,1,own,little,unknown,7393.00,24.00,308.04,car
44,Middle-aged,female,3,free,little,moderate,12579.00,24.00,524.13,car
44,Middle-aged,male,2,rent,quite rich,little,2647.00,6.00,441.17,radio/TV
44,Middle-aged,male,2,own,moderate,moderate,1804.00,12.00,150.33,car
44,Middle-aged,male,1,own,little,moderate,6204.00,18.00,344.67,repairs
44,Middle-aged,female,2,own,unknown,unknown,5943.00,24.00,247.63,radio/TV
44,Middle-aged,female,1,rent,little,rich,1881.00,12.00,156.75,radio/TV
44,Middle-aged,female,3,free,little,little,6419.00,24.00,267.46,car
44,Middle-aged,male,2,free,quite rich,unknown,10127.00,48.00,210.98,car
44,Middle-aged,male,3,rent,little,little,3384.00,6.00,564.00,furniture/equipment
44,Middle-aged,male,2,own,little,little,1478.00,15.00,98.53,furniture/equipment
44,Middle-aged,male,2,own,quite rich,unknown,1163.00,12.00,96.92,car
44,Middle-aged,male,2,free,little,unknown,5507.00,24.00,229.46,repairs
44,Middle-aged,male,2,own,little,little,1553.00,18.00,86.28,furniture/equipment
44,Middle-aged,male,1,own,unknown,little,4716.00,6.00,786.00,car
44,Middle-aged,female,1,own,little,moderate,760.00,8.00,95.00,radio/TV
44,Middle-aged,male,2,own,quite rich,unknown,2375.00,24.00,98.96,business
44,Middle-aged,male,2,own,unknown,unknown,3485.00,20.00,174.25,car
45,Middle-aged,male,2,free,little,little,7882.00,42.00,187.67,furniture/equipment
45,Middle-aged,male,1,own,little,little,339.00,12.00,28.25,education
45,Middle-aged,female,1,own,unknown,unknown,3835.00,36.00,106.53,radio/TV
45,Middle-aged,male,3,own,little,little,8978.00,14.00,641.29,car
45,Middle-aged,male,1,own,unknown,unknown,1287.00,10.00,128.70,car
45,Middle-aged,male,3,own,moderate,unknown,8588.00,39.00,220.21,car
45,Middle-aged,female,1,own,little,rich,3049.00,18.00,169.39,furniture/equipment
45,Middle-aged,male,1,own,quite rich,unknown,1750.00,6.00,291.67,radio/TV
45,Middle-aged,female,2,own,little,moderate,2329.00,7.00,332.71,radio/TV
45,Middle-aged,male,2,free,unknown,unknown,1300.00,15.00,86.67,car
45,Middle-aged,male,2,own,little,little,2303.00,24.00,95.96,car
45,Middle-aged,male,3,own,little,unknown,6761.00,6.00,1126.83,car
45,Middle-aged,male,2,own,little,unknown,10875.00,36.00,302.08,car
45,Middle-aged,male,3,own,unknown,unknown,3527.00,12.00,293.92,car
45,Middle-aged,male,1,own,little,little,4006.00,28.00,143.07,car
46,Middle-aged,male,1,rent,unknown,unknown,730.00,7.00,104.29,radio/TV
46,Middle-aged,male,2,own,rich,unknown,1582.00,18.00,87.89,radio/TV
46,Middle-aged,female,1,own,little,rich,2251.00,12.00,187.58,furniture/equipment
46,Middle-aged,male,3,own,unknown,unknown,7629.00,48.00,158.94,business
46,Middle-aged,male,2,free,quite rich,unknown,727.00,10.00,72.70,education
46,Middle-aged,male,2,own,little,little,2348.00,36.00,65.22,furniture/equipment
46,Middle-aged,male,2,rent,little,moderate,1223.00,12.00,101.92,car
46,Middle-aged,male,2,own,rich,unknown,1149.00,18.00,63.83,radio/TV
46,Middle-aged,male,2,free,little,little,6331.00,48.00,131.90,car
46,Middle-aged,male,3,own,unknown,unknown,2476.00,21.00,117.90,car
46,Middle-aged,male,2,free,little,little,3931.00,48.00,81.90,car
46,Middle-aged,male,2,own,little,unknown,2611.00,24.00,108.79,radio/TV
46,Middle-aged,male,2,own,little,rich,1343.00,6.00,223.83,car
46,Middle-aged,male,2,own,little,unknown,1829.00,15.00,121.93,radio/TV
46,Middle-aged,female,1,own,little,unknown,3594.00,15.00,239.60,car
46,Middle-aged,male,2,own,little,little,697.00,12.00,58.08,car
46,Middle-aged,male,3,own,unknown,unknown,6842.00,24.00,285.08,car
46,Middle-aged,female,2,rent,little,little,1845.00,15.00,123.00,furniture/equipment
47,Middle-aged,male,2,own,quite rich,unknown,1213.00,15.00,80.87,radio/TV
47,Middle-aged,male,2,free,moderate,moderate,12612.00,36.00,350.33,education
47,Middle-aged,male,2,own,unknown,unknown,3578.00,48.00,74.54,radio/TV
47,Middle-aged,male,2,free,little,unknown,1984.00,18.00,110.22,furniture/equipment
47,Middle-aged,male,1,own,little,moderate,958.00,12.00,79.83,car
47,Middle-aged,male,3,own,little,moderate,1209.00,6.00,201.50,car
47,Middle-aged,male,1,own,little,little,1217.00,18.00,67.61,domestic appliances
47,Middle-aged,male,2,own,little,unknown,1393.00,12.00,116.08,education
47,Middle-aged,male,2,own,little,rich,3017.00,30.00,100.57,radio/TV
47,Middle-aged,male,2,free,little,unknown,5103.00,24.00,212.63,radio/TV
47,Middle-aged,female,2,free,moderate,rich,1377.00,24.00,57.38,radio/TV
47,Middle-aged,male,1,own,quite rich,unknown,1316.00,15.00,87.73,radio/TV
47,Middle-aged,male,1,own,little,little,731.00,8.00,91.38,car
47,Middle-aged,male,2,free,unknown,little,8335.00,36.00,231.53,car
47,Middle-aged,male,2,own,little,unknown,3422.00,18.00,190.11,furniture/equipment
47,Middle-aged,male,2,own,little,moderate,2353.00,21.00,112.05,car
47,Middle-aged,male,1,own,little,unknown,2538.00,24.00,105.75,car
48,Middle-aged,male,2,own,little,unknown,2134.00,9.00,237.11,car
48,Middle-aged,male,1,rent,little,little,2241.00,10.00,224.10,car
48,Middle-aged,male,2,own,unknown,unknown,5190.00,27.00,192.22,repairs
48,Middle-aged,male,2,own,moderate,little,1288.00,9.00,143.11,repairs
48,Middle-aged,male,2,own,little,little,1024.00,24.00,42.67,radio/TV
48,Middle-aged,female,1,own,unknown,moderate,4351.00,24.00,181.29,furniture/equipment
48,Middle-aged,female,1,free,moderate,rich,1240.00,10.00,124.00,car
48,Middle-aged,male,3,own,unknown,moderate,12204.00,48.00,254.25,business
48,Middle-aged,female,1,rent,little,moderate,1795.00,18.00,99.72,radio/TV
48,Middle-aged,male,2,own,little,little,1082.00,12.00,90.17,car
48,Middle-aged,male,2,free,unknown,unknown,9277.00,24.00,386.54,car
48,Middle-aged,male,1,own,little,moderate,1743.00,24.00,72.63,radio/TV
49,Middle-aged,male,1,own,little,unknown,2096.00,12.00,174.67,education
49,Middle-aged,male,1,own,unknown,little,1262.00,12.00,105.17,furniture/equipment
49,Middle-aged,male,1,own,unknown,rich,1445.00,18.00,80.28,radio/TV
49,Middle-aged,female,2,own,little,moderate,1092.00,12.00,91.00,radio/TV
49,Middle-aged,male,2,own,little,little,1038.00,10.00,103.80,car
49,Middle-aged,male,2,rent,unknown,unknown,5801.00,12.00,483.42,furniture/equipment
49,Middle-aged,male,2,own,unknown,unknown,2331.00,12.00,194.25,radio/TV
49,Middle-aged,male,2,own,moderate,rich,1126.00,9.00,125.11,radio/TV
49,Middle-aged,male,2,free,unknown,little,2964.00,24.00,123.50,car
49,Middle-aged,male,1,own,little,moderate,3124.00,12.00,260.33,car
49,Middle-aged,male,1,own,little,unknown,640.00,12.00,53.33,car
49,Middle-aged,female,2,own,little,little,428.00,6.00,71.33,furniture/equipment
49,Middle-aged,male,1,own,unknown,rich,3656.00,30.00,121.87,radio/TV
49,Middle-aged,male,2,own,little,moderate,8386.00,30.00,279.53,furniture/equipment
50,Middle-aged,male,2,own,unknown,moderate,1537.00,15.00,102.47,radio/TV
50,Middle-aged,male,2,own,rich,unknown,3777.00,24.00,157.38,furniture/equipment
50,Middle-aged,male,2,own,little,little,5293.00,27.00,196.04,business
50,Middle-aged,male,2,own,little,unknown,1574.00,12.00,131.17,furniture/equipment
50,Middle-aged,female,2,free,moderate,moderate,2671.00,36.00,74.19,radio/TV
50,Middle-aged,male,3,free,little,little,7476.00,48.00,155.75,education
50,Middle-aged,male,2,own,little,unknown,2241.00,21.00,106.71,furniture/equipment
50,Middle-aged,female,1,own,little,rich,1047.00,6.00,174.50,education
50,Middle-aged,male,2,rent,quite rich,unknown,1236.00,6.00,206.00,car
50,Middle-aged,male,2,free,little,moderate,6224.00,48.00,129.67,education
50,Middle-aged,male,2,own,little,unknown,1559.00,24.00,64.96,business
50,Middle-aged,male,2,own,unknown,unknown,2390.00,12.00,199.17,car
51,Middle-aged,male,3,free,little,little,1164.00,8.00,145.50,vacation/others
51,Middle-aged,male,2,own,little,moderate,4771.00,11.00,433.73,radio/TV
51,Middle-aged,female,2,own,moderate,unknown,682.00,12.00,56.83,car
51,Middle-aged,male,2,own,unknown,unknown,3342.00,36.00,92.83,radio/TV
51,Middle-aged,male,1,free,quite rich,unknown,2507.00,9.00,278.56,car
51,Middle-aged,male,2,own,little,unknown,1595.00,6.00,265.83,radio/TV
51,Middle-aged,male,2,free,little,rich,2892.00,24.00,120.50,furniture/equipment
51,Middle-aged,male,2,free,unknown,little,7511.00,18.00,417.28,car
52,Middle-aged,male,3,own,unknown,moderate,6468.00,12.00,539.00,radio/TV
52,Middle-aged,male,1,own,little,little,2315.00,10.00,231.50,radio/TV
52,Middle-aged,male,2,own,quite rich,little,338.00,6.00,56.33,radio/TV
52,Middle-aged,male,2,own,quite rich,unknown,936.00,9.00,104.00,education
52,Middle-aged,male,2,own,little,unknown,717.00,12.00,59.75,radio/TV
52,Middle-aged,female,1,own,moderate,unknown,362.00,6.00,60.33,car
52,Middle-aged,male,2,own,little,unknown,3077.00,12.00,256.42,radio/TV
52,Middle-aged,female,3,free,unknown,unknown,2133.00,12.00,177.75,car
52,Middle-aged,male,2,own,moderate,unknown,2223.00,24.00,92.63,radio/TV
53,Middle-aged,male,2,free,little,little,4870.00,24.00,202.92,car
53,Middle-aged,male,2,own,quite rich,unknown,2835.00,24.00,118.13,furniture/equipment
53,Middle-aged,male,2,own,unknown,unknown,2424.00,24.00,101.00,radio/TV
53,Middle-aged,female,3,own,unknown,unknown,7485.00,30.00,249.50,car
53,Middle-aged,male,3,free,little,little,7865.00,12.00,655.42,furniture/equipment
53,Middle-aged,male,2,free,little,little,7119.00,48.00,148.31,furniture/equipment
53,Middle-aged,female,2,own,little,little,795.00,12.00,66.25,education
54,Middle-aged,male,2,own,little,little,1409.00,12.00,117.42,car
54,Middle-aged,male,2,own,rich,moderate,1318.00,12.00,109.83,car
54,Middle-aged,male,3,own,rich,unknown,4591.00,24.00,191.29,business
54,Middle-aged,female,0,own,little,unknown,672.00,6.00,112.00,car
54,Middle-aged,male,2,own,unknown,unknown,2255.00,24.00,93.96,car
54,Middle-aged,male,2,own,unknown,unknown,717.00,24.00,29.88,car
54,Middle-aged,male,2,free,little,unknown,1597.00,24.00,66.54,education
54,Middle-aged,male,2,own,little,little,3051.00,48.00,63.56,domestic appliances
54,Middle-aged,female,2,rent,little,moderate,7432.00,36.00,206.44,car
54,Middle-aged,female,3,rent,little,unknown,3568.00,15.00,237.87,radio/TV
55,Middle-aged,male,2,own,rich,unknown,1413.00,12.00,117.75,car
55,Middle-aged,female,2,own,little,little,1603.00,24.00,66.79,radio/TV
55,Middle-aged,female,3,free,little,little,2578.00,12.00,214.83,furniture/equipment
55,Middle-aged,female,0,free,little,little,1190.00,18.00,66.11,repairs
55,Middle-aged,female,3,own,unknown,rich,1424.00,12.00,118.67,furniture/equipment
55,Middle-aged,male,2,free,rich,unknown,1555.00,12.00,129.58,repairs
55,Middle-aged,male,3,free,little,moderate,9283.00,42.00,221.02,car
55,Middle-aged,male,2,own,little,little,6872.00,24.00,286.33,furniture/equipment
56,Middle-aged,male,2,own,little,unknown,618.00,12.00,51.50,radio/TV
56,Middle-aged,male,2,free,little,rich,4796.00,42.00,114.19,car
56,Middle-aged,female,2,own,little,unknown,1538.00,6.00,256.33,education
57,Middle-aged,male,1,rent,unknown,unknown,1264.00,12.00,105.33,business
57,Middle-aged,male,2,free,little,moderate,2225.00,36.00,61.81,car
57,Middle-aged,female,1,own,moderate,unknown,1154.00,11.00,104.91,radio/TV
57,Middle-aged,female,1,free,little,unknown,2748.00,12.00,229.00,education
57,Middle-aged,male,3,free,little,moderate,14318.00,36.00,397.72,car
57,Middle-aged,female,2,rent,rich,little,3622.00,30.00,120.73,furniture/equipment
57,Middle-aged,male,1,own,little,little,709.00,12.00,59.08,radio/TV
57,Middle-aged,female,3,rent,rich,little,1231.00,24.00,51.29,radio/TV
57,Middle-aged,female,1,own,quite rich,rich,1258.00,24.00,52.42,radio/TV
58,Middle-aged,female,1,free,little,little,6143.00,48.00,127.98,car
58,Middle-aged,female,1,own,little,little,1755.00,24.00,73.13,vacation/others
58,Middle-aged,male,2,rent,little,moderate,15945.00,54.00,295.28,business
58,Middle-aged,female,1,own,little,little,385.00,12.00,32.08,radio/TV
58,Middle-aged,male,2,own,unknown,unknown,1867.00,30.00,62.23,radio/TV
59,Middle-aged,female,2,rent,little,moderate,6416.00,48.00,133.67,business
59,Middle-aged,female,2,own,unknown,unknown,5045.00,15.00,336.33,car
59,Middle-aged,male,2,own,little,little,1364.00,9.00,151.56,radio/TV
60,Middle-aged,male,1,own,little,little,1199.00,24.00,49.96,car
60,Middle-aged,female,3,free,moderate,moderate,14782.00,60.00,246.37,vacation/others
60,Middle-aged,male,2,free,little,unknown,2032.00,24.00,84.67,car
60,Middle-aged,male,2,own,little,little,2246.00,12.00,187.17,furniture/equipment
60,Middle-aged,male,2,own,rich,unknown,1940.00,24.00,80.83,car
60,Middle-aged,male,3,own,unknown,moderate,6468.00,20.00,323.40,car
61,Senior,male,1,own,rich,unknown,3059.00,12.00,254.92,radio/TV
61,Senior,male,3,free,little,moderate,1953.00,36.00,54.25,business
61,Senior,female,2,own,unknown,unknown,2012.00,12.00,167.67,education
61,Senior,male,1,rent,moderate,moderate,2767.00,21.00,131.76,business
61,Senior,male,2,free,unknown,moderate,1239.00,18.00,68.83,education
61,Senior,male,2,own,rich,moderate,1512.00,15.00,100.80,repairs
61,Senior,male,1,own,little,unknown,1255.00,12.00,104.58,car
62,Senior,female,2,free,little,unknown,3757.00,24.00,156.54,car
62,Senior,male,2,own,quite rich,unknown,1338.00,6.00,223.00,domestic appliances
63,Senior,male,2,own,little,little,6836.00,60.00,113.93,business
63,Senior,male,2,free,little,rich,781.00,10.00,78.10,car
63,Senior,male,2,own,unknown,unknown,1520.00,15.00,101.33,furniture/equipment
63,Senior,male,3,free,unknown,unknown,13756.00,60.00,229.27,car
63,Senior,male,2,own,little,little,2924.00,24.00,121.83,car
63,Senior,male,2,own,unknown,unknown,7596.00,30.00,253.20,car
63,Senior,male,1,own,little,unknown,1655.00,12.00,137.92,radio/TV
63,Senior,male,2,own,little,little,2957.00,24.00,123.21,car
64,Senior,female,2,own,little,unknown,1364.00,10.00,136.40,car
64,Senior,male,1,own,unknown,unknown,3832.00,9.00,425.78,education
64,Senior,male,1,rent,little,little,2384.00,24.00,99.33,radio/TV
64,Senior,female,2,own,little,moderate,753.00,6.00,125.50,radio/TV
64,Senior,female,2,own,moderate,unknown,1409.00,13.00,108.38,radio/TV
65,Senior,male,2,own,little,little,571.00,21.00,27.19,car
65,Senior,male,0,own,little,little,3394.00,42.00,80.81,repairs
65,Senior,male,2,free,little,little,2600.00,18.00,144.44,radio/TV
65,Senior,male,2,own,unknown,unknown,930.00,12.00,77.50,radio/TV
65,Senior,female,0,own,little,unknown,1098.00,18.00,61.00,radio/TV
66,Senior,male,3,free,little,little,1526.00,12.00,127.17,car
66,Senior,male,1,own,quite rich,moderate,766.00,12.00,63.83,radio/TV
66,Senior,male,3,own,little,rich,1908.00,30.00,63.60,business
66,Senior,female,1,own,quite rich,moderate,790.00,9.00,87.78,radio/TV
66,Senior,male,0,free,quite rich,rich,1480.00,12.00,123.33,car
67,Senior,male,2,own,unknown,little,1169.00,6.00,194.83,radio/TV
67,Senior,female,3,own,little,moderate,1199.00,9.00,133.22,education
67,Senior,female,2,own,little,moderate,3872.00,18.00,215.11,repairs
68,Senior,male,0,free,little,moderate,1175.00,16.00,73.44,car
68,Senior,male,2,rent,unknown,unknown,6761.00,18.00,375.61,car
68,Senior,male,3,own,little,little,14896.00,6.00,2482.67,car
70,Senior,male,3,free,little,moderate,7308.00,10.00,730.80,car
74,Senior,female,3,free,little,moderate,5129.00,9.00,569.89,car
74,Senior,male,1,own,little,unknown,3448.00,5.00,689.60,business
74,Senior,male,3,own,little,unknown,4526.00,24.00,188.58,business
74,Senior,male,0,own,little,rich,1299.00,6.00,216.50,car
75,Senior,male,3,free,little,little,6615.00,24.00,275.63,car
75,Senior,female,3,own,unknown,little,1374.00,6.00,229.00,car
,,,,,,,,,,
